pickup_distance_km,time_difference_min,route_overlap_percent,detour_km,destination_compatibility,preference_compatible,match
1.89,0,73.4,1.62,0.04,0,1
2.79,14,47.53,2.24,0.43,1,0
4.25,24,41.56,2.32,0.66,0,0
1.73,22,54.39,1.59,0.35,1,0
3.98,16,53.39,1.46,0.34,0,0
3.34,10,44.34,3.82,0.13,1,0
0.16,24,24.94,2.63,0.66,0,0
4.03,11,68.32,3.36,0.49,1,0
3.78,23,35.27,3.24,0.35,0,0
3.45,19,79.58,0.22,0.56,0,1
0.79,1,17.51,1.15,0.94,0,0
0.45,15,7.26,0.21,0.36,1,1
3.7,6,26.42,1.29,0.49,1,0
0.74,6,38.05,1.46,0.19,1,1
0.83,1,2.84,3.69,0.71,0,0
4.25,9,27.14,0.16,0.61,1,0
1.2,13,90.11,2.46,0.57,1,1
3.65,23,67.55,3.63,0.73,0,0
4.66,15,49.51,0.78,0.2,0,0
3.88,3,35.32,3.85,0.29,1,0
2.19,18,86.87,0.92,0.65,0,1
3.82,17,14.84,2.65,0.96,0,0
4.27,19,78.83,2.89,0.75,1,0
1.3,18,97.19,3.81,0.31,0,0
2.38,21,69.25,3.08,0.58,1,0
3.9,7,81.35,1.23,0.32,0,1
0.75,27,52.98,0.99,0.83,0,1
4.43,8,84.78,2.39,0.87,1,1
4.63,8,84.44,2.43,0.08,1,1
0.56,5,89.5,3.76,0.69,1,1
2.52,21,65.77,0.45,0.65,1,1
2.27,13,92.22,1.85,0.15,0,0
4.78,12,78.23,0.56,0.9,1,1
3.43,3,38.07,3.76,0.55,0,0
3.08,11,34.41,3.96,0.75,0,0
0.78,16,32.79,3.03,0.69,1,0
3.38,7,85.63,3.43,0.45,0,0
3.67,0,95.31,0.88,0.37,1,1
0.59,15,68.05,2.69,1.0,1,0
3.35,1,46.02,3.48,0.46,0,0
4.23,4,96.36,2.71,0.84,0,1
4.24,12,11.97,1.07,0.91,0,0
4.67,18,94.05,2.82,0.1,1,0
0.49,9,73.73,0.33,0.25,0,1
0.99,14,29.09,3.41,0.43,0,0
0.25,28,60.24,3.47,0.38,0,0
2.87,25,50.66,1.7,0.66,0,0
2.39,10,65.3,0.66,0.8,1,1
0.56,19,83.28,2.88,0.14,0,0
4.77,8,5.54,2.04,0.08,0,0
3.5,25,69.16,2.84,0.42,0,0
1.11,24,18.48,1.46,0.0,0,0
4.92,30,55.45,3.36,0.32,0,0
3.14,12,41.54,0.25,0.37,0,0
4.47,1,22.45,3.73,0.28,1,0
4.15,13,72.4,1.72,0.26,1,0
0.93,16,29.63,1.0,0.53,1,0
0.38,16,59.76,2.4,0.21,0,1
0.36,0,7.59,3.25,0.51,1,0
0.65,5,81.32,1.65,0.41,0,1
3.83,3,81.15,0.92,0.39,1,1
1.44,27,61.93,2.84,0.57,0,0
4.38,28,35.48,2.18,0.21,1,0
0.88,21,18.67,1.12,0.78,0,0
2.08,26,7.27,1.74,0.45,1,0
0.34,13,94.57,0.41,0.92,1,1
4.65,20,16.36,2.86,0.83,1,0
3.96,2,3.98,2.75,0.98,1,0
0.31,11,92.11,1.62,0.17,1,1
0.72,18,19.01,3.34,0.79,0,0
3.26,12,69.02,3.75,0.99,0,0
2.48,28,33.04,1.31,0.75,0,0
0.54,20,83.21,0.21,0.07,0,1
2.75,26,83.35,1.0,0.2,1,1
4.3,9,27.69,3.36,0.05,1,0
4.57,10,77.13,1.75,0.37,1,1
0.37,8,72.09,3.75,0.21,1,1
4.93,24,22.86,1.86,0.15,1,0
1.09,0,2.88,0.99,0.92,0,0
2.88,24,65.98,3.59,0.71,1,0
3.17,10,23.24,0.12,0.74,1,0
1.78,20,68.67,3.72,0.47,0,0
2.34,12,4.94,3.77,0.46,0,0
4.09,8,9.72,2.82,0.16,1,0
1.52,11,75.29,2.97,0.3,0,0
0.57,22,55.37,1.08,0.39,1,1
2.62,23,37.4,2.48,0.24,0,0
4.66,8,64.43,0.8,0.9,1,1
3.0,20,12.25,0.13,0.58,0,0
2.99,14,85.37,2.73,0.17,0,0
4.5,14,79.29,1.46,0.06,0,1
0.39,6,35.71,2.37,0.58,1,1
2.45,20,23.63,1.7,0.29,0,0
1.67,5,45.03,0.12,0.48,1,1
0.56,23,75.69,2.73,0.37,0,0
2.53,25,76.16,0.96,0.21,0,1
3.53,6,41.36,1.85,0.87,1,0
2.09,29,60.46,1.39,0.34,1,0
0.19,20,3.44,3.65,0.66,1,0
4.64,21,18.16,3.93,0.78,0,0
2.48,14,42.7,0.91,0.1,1,0
1.24,17,55.17,2.39,0.82,0,1
3.7,20,64.65,2.62,0.27,0,0
1.47,27,57.85,0.66,0.13,1,1
4.82,16,9.09,0.74,0.69,1,0
0.59,24,97.45,1.18,0.53,0,1
4.2,8,59.44,1.91,0.56,1,0
3.81,2,68.82,0.83,0.83,0,1
0.18,19,22.57,2.83,0.84,0,0
3.47,17,34.24,1.71,0.91,0,0
4.86,26,28.0,2.44,0.81,0,0
0.13,14,60.55,0.32,0.9,0,1
0.69,15,13.35,0.94,0.17,1,0
0.32,18,19.67,2.87,0.03,1,0
1.85,5,12.68,0.9,0.69,1,0
3.98,7,1.61,1.85,0.06,0,0
3.65,7,80.72,3.33,0.42,1,0
0.36,27,53.92,2.95,0.76,1,1
0.25,3,88.94,0.68,0.31,1,1
1.95,2,74.92,2.32,0.44,0,1
3.99,0,24.18,1.0,0.47,1,0
4.97,6,2.28,0.22,0.81,1,0
0.32,15,10.6,2.4,0.35,1,0
2.97,0,18.05,3.09,0.99,0,0
1.54,16,50.88,2.05,0.94,1,0
3.26,8,70.55,1.98,0.99,1,1
1.19,22,44.25,1.84,0.19,1,0
1.0,11,41.04,1.48,0.18,1,0
3.04,18,50.75,3.07,0.46,0,0
3.98,8,28.69,3.52,0.07,1,0
1.53,21,58.29,1.42,0.51,1,0
1.18,24,2.66,3.25,0.05,1,0
0.19,22,52.63,3.43,0.13,0,0
3.34,17,45.88,1.16,0.06,1,0
0.29,19,65.25,3.04,0.72,0,1
0.37,14,82.37,3.7,0.87,1,1
4.47,21,7.38,3.71,0.04,0,0
0.65,22,68.52,2.47,0.71,1,1
0.84,2,4.66,3.98,0.69,0,0
0.39,1,53.77,2.11,0.15,0,1
2.72,1,60.35,3.04,0.52,0,0
1.94,4,47.33,2.54,0.46,0,0
4.39,6,24.02,0.87,0.49,0,0
4.8,13,65.66,2.66,0.66,1,0
3.28,17,81.03,0.6,0.46,1,1
4.56,18,48.1,2.22,0.51,0,0
2.95,23,20.07,2.63,0.49,0,0
1.49,28,14.82,1.66,0.58,1,0
4.02,18,46.73,2.83,0.5,0,0
3.49,29,9.36,1.11,0.54,0,0
3.32,15,68.27,2.93,0.63,1,0
1.19,22,94.85,1.43,0.98,1,1
4.97,15,47.32,3.5,0.26,1,0
4.8,14,98.7,2.55,0.43,0,0
3.53,17,55.56,1.27,0.1,0,0
2.03,9,11.66,3.01,0.46,0,0
1.05,4,58.98,3.48,0.06,1,1
3.81,16,36.24,1.97,0.04,1,0
2.5,26,51.54,1.48,0.02,0,0
4.6,6,0.61,1.46,0.25,1,0
2.73,5,7.0,3.65,0.21,1,0
2.72,20,56.02,3.85,0.05,1,0
4.64,4,20.53,1.7,0.15,1,0
4.78,26,70.55,2.82,0.09,1,0
1.39,1,12.53,2.84,0.74,0,0
1.14,13,13.33,3.32,0.62,1,0
4.03,19,27.34,3.78,0.56,0,0
1.51,25,57.31,2.88,0.01,1,0
1.36,25,70.51,0.38,0.15,1,1
2.22,28,64.59,3.69,0.82,1,0
3.93,29,31.69,1.89,0.94,0,0
4.59,1,59.9,2.33,0.74,0,1
0.35,19,77.47,1.71,0.92,1,1
3.94,4,71.09,3.43,0.62,1,1
3.7,13,82.52,1.63,0.01,1,0
0.15,17,92.09,3.53,0.28,0,1
0.76,19,90.09,1.3,0.82,0,1
4.08,13,76.69,2.65,0.71,0,0
4.19,16,13.8,2.65,0.74,0,0
2.53,13,62.7,2.94,0.1,0,0
4.17,10,39.18,0.71,0.94,1,0
3.36,11,56.47,2.23,0.81,0,0
4.13,0,13.9,0.54,0.2,0,0
3.63,3,54.21,2.22,0.0,1,0
1.02,23,57.29,0.88,0.85,0,1
4.96,13,32.89,2.21,0.47,1,0
1.73,3,21.73,0.88,0.87,0,0
4.34,11,70.85,0.72,0.06,0,1
4.97,8,76.3,2.24,0.3,0,0
2.13,19,89.25,1.55,0.82,0,1
1.16,25,4.33,1.23,0.92,1,0
4.35,6,83.84,3.46,0.67,0,0
4.3,27,75.96,1.9,0.38,1,0
4.14,6,56.92,0.63,0.04,0,0
0.95,9,88.09,3.89,0.67,0,1
3.91,29,1.06,2.38,0.0,0,0
1.28,21,58.67,1.77,0.93,0,0
1.76,8,83.52,1.84,0.33,1,1
0.55,2,33.67,0.64,0.99,0,1
3.88,21,41.95,0.99,0.06,1,0
0.27,6,1.86,0.32,0.5,1,1
2.88,23,51.22,3.3,0.78,1,0
0.16,26,45.8,0.62,0.81,1,1
3.4,7,80.09,0.71,0.98,0,1
3.93,13,99.27,2.82,0.85,1,0
3.78,24,53.97,3.34,0.79,1,0
1.65,8,16.37,3.79,0.84,1,0
1.31,19,14.11,1.02,0.59,0,0
2.09,15,43.87,2.07,0.33,0,0
1.71,9,21.32,2.23,0.02,0,0
2.22,30,98.4,1.73,0.29,0,0
0.95,28,1.7,2.74,0.18,0,0
3.48,20,1.06,0.28,0.85,0,0
2.11,14,62.46,0.28,0.07,0,1
3.25,24,14.16,2.67,0.55,0,0
1.74,12,44.63,3.52,0.89,1,0
2.88,7,83.03,0.77,0.69,1,1
4.37,19,52.89,2.7,0.78,0,0
4.54,2,32.8,0.8,0.84,0,0
0.73,9,17.01,0.45,0.67,1,1
0.86,10,27.72,2.35,0.0,0,0
4.29,22,39.85,1.25,0.42,0,0
3.86,7,95.29,2.42,0.71,0,1
4.17,12,86.64,2.25,0.47,0,0
0.73,24,91.29,3.13,0.23,0,0
4.28,29,78.09,0.79,0.07,1,0
0.72,27,39.75,3.41,0.19,0,0
1.13,29,5.66,3.05,0.75,1,0
1.08,5,67.0,3.8,0.94,1,1
3.18,9,82.6,3.64,0.1,0,0
4.17,26,69.47,1.94,0.08,0,0
0.83,25,34.42,1.32,0.05,1,0
3.28,17,48.44,1.32,0.18,1,0
4.98,4,99.99,0.84,0.54,1,1
0.99,26,16.23,1.88,0.36,0,0
1.21,8,49.66,0.34,0.41,0,1
3.22,25,3.32,0.36,0.83,0,0
1.81,29,89.12,0.26,0.78,0,1
1.37,15,63.49,1.36,0.73,0,1
4.86,12,68.24,0.74,0.13,0,0
3.08,25,73.46,2.65,0.26,1,0
1.6,29,58.11,0.17,0.11,0,1
1.25,2,68.07,2.83,0.33,0,0
1.92,12,54.72,1.37,0.98,1,1
0.93,29,21.28,2.52,0.07,0,0
4.02,13,21.99,2.35,0.55,1,0
1.78,3,10.85,3.48,0.34,1,0
2.97,17,53.85,0.53,0.1,0,0
0.78,2,77.79,2.12,0.1,0,1
1.62,11,45.73,1.18,0.3,1,0
3.79,29,37.68,0.15,0.81,1,0
4.54,19,89.35,1.15,0.63,0,1
3.54,27,12.83,2.64,0.59,0,0
0.16,0,65.32,1.41,0.91,0,1
4.7,30,25.24,3.2,0.35,0,0
1.78,2,33.41,2.87,0.53,1,0
4.2,17,99.39,3.77,0.4,1,0
1.59,17,62.98,2.23,0.32,1,0
3.09,1,74.47,2.36,0.15,0,1
2.33,9,51.87,0.41,0.53,1,1
2.95,23,63.34,1.3,0.62,0,0
1.69,15,92.85,0.94,0.17,1,1
3.66,13,22.54,0.86,0.85,0,0
0.89,11,84.23,2.87,0.76,0,1
4.93,13,87.73,1.86,0.72,0,1
1.45,13,4.43,2.61,0.64,0,0
2.43,8,40.28,2.44,0.72,0,0
0.75,25,58.2,2.58,0.46,0,0
2.82,4,79.3,3.77,0.16,1,1
2.79,22,69.8,3.07,0.6,1,0
4.31,5,10.68,2.58,0.81,0,0
1.19,2,62.65,3.28,0.32,0,0
1.34,11,54.22,0.27,0.64,1,1
2.63,4,51.6,2.98,0.2,1,0
3.19,5,93.53,1.73,0.24,1,1
0.72,4,85.76,3.93,0.29,0,1
4.08,1,57.48,2.05,0.52,1,1
1.76,6,40.06,1.43,0.08,1,0
4.66,15,87.41,2.1,0.86,1,1
0.15,17,53.27,1.01,0.43,1,1
3.15,25,83.75,0.96,0.01,1,0
3.49,0,99.17,2.62,0.51,0,0
0.53,16,3.9,3.32,0.2,1,0
3.78,18,37.04,3.11,0.88,1,0
1.85,0,71.18,3.43,0.09,0,1
4.97,2,48.85,1.88,0.27,0,0
0.65,4,90.07,3.73,0.46,1,1
2.16,24,85.05,2.99,0.86,0,0
0.62,21,15.34,3.28,0.01,1,0
0.63,24,40.55,1.35,0.78,1,0
2.89,28,7.6,0.47,0.76,0,0
2.15,27,15.49,3.58,0.41,0,0
2.65,1,11.65,2.81,0.42,1,0
1.22,0,31.65,1.7,0.6,1,1
3.91,16,7.7,2.09,0.65,1,0
4.65,26,59.55,2.31,0.81,1,0
4.58,5,76.18,3.94,0.71,1,1
1.38,28,64.84,3.01,0.91,1,0
2.25,13,98.79,0.23,0.27,1,1
3.28,5,84.38,2.76,0.54,1,1
1.67,20,34.09,2.95,0.65,1,0
1.74,18,25.31,3.43,0.32,1,0
1.06,17,80.51,0.4,0.33,0,1
0.6,0,43.71,3.89,0.83,1,0
3.99,21,75.85,0.76,0.38,0,0
3.36,13,70.95,3.41,0.74,0,0
4.81,25,13.57,0.65,0.68,1,0
0.89,7,46.01,3.61,0.99,1,0
0.16,19,17.08,0.81,0.88,1,1
2.66,16,71.99,0.47,0.06,0,1
1.88,11,85.34,2.09,0.01,1,1
2.7,8,90.07,2.21,0.44,0,1
2.88,11,27.89,0.26,0.77,0,0
3.43,20,88.26,3.71,0.02,1,0
2.71,26,18.5,1.78,0.27,0,0
1.99,11,24.49,3.59,0.61,1,0
3.42,2,3.44,3.14,0.97,1,0
3.33,24,11.83,1.23,0.07,1,0
2.88,7,2.9,0.69,0.01,1,0
3.12,12,31.59,2.33,0.19,0,0
0.43,17,3.58,3.61,0.26,1,0
4.3,16,83.31,3.4,0.59,0,0
3.56,19,76.51,2.78,0.58,1,0
3.17,1,31.73,2.4,0.79,1,0
0.6,7,76.5,1.8,0.64,1,1
3.5,0,26.91,1.45,0.7,0,0
4.22,10,91.25,3.06,0.79,0,0
4.99,3,56.07,1.64,0.26,1,0
3.49,2,60.45,3.22,0.39,1,0
2.3,2,22.25,3.09,0.92,0,0
3.02,16,79.92,0.7,0.13,0,1
4.48,14,93.58,2.68,0.8,1,0
2.04,9,26.59,1.74,0.11,0,0
1.25,11,41.52,1.26,0.1,0,0
2.11,25,25.98,1.02,0.22,0,0
4.39,28,97.57,3.25,0.08,1,0
0.88,30,66.24,1.49,0.33,1,1
1.38,30,33.79,1.8,0.53,0,0
1.75,15,44.98,3.38,0.35,1,0
4.04,1,65.7,0.93,0.26,0,1
0.97,12,25.87,0.41,0.82,1,1
1.17,12,60.6,3.42,0.52,1,0
1.65,26,26.9,0.22,0.9,0,0
2.4,4,31.81,3.27,0.21,0,0
0.72,8,79.88,3.57,0.41,1,1
4.97,14,97.92,0.83,0.91,0,1
0.84,30,35.42,3.32,0.81,0,0
4.87,18,81.83,3.21,0.66,1,0
2.18,11,20.35,2.62,0.92,1,0
4.93,28,66.02,0.53,0.89,1,0
3.98,12,54.22,0.9,0.37,1,0
0.2,17,98.21,0.34,0.28,1,1
3.16,19,55.56,0.87,0.38,1,0
0.72,16,86.73,1.36,0.75,0,1
4.83,6,33.1,0.29,0.78,0,1
2.39,0,72.66,1.16,0.13,0,1
2.12,15,50.34,0.21,0.8,0,1
0.34,14,13.66,0.99,0.86,1,1
1.15,6,72.43,3.42,0.18,1,1
1.15,4,34.2,3.17,0.95,1,0
4.03,12,34.02,0.1,0.86,1,1
2.44,29,27.47,1.18,0.53,1,0
0.73,6,0.75,3.38,0.62,0,0
0.46,25,85.45,3.6,0.84,1,1
4.79,0,23.6,2.92,0.85,1,0
4.05,18,27.88,1.74,0.74,0,0
1.31,5,99.35,0.81,0.34,0,1
0.19,16,48.5,0.59,0.7,0,1
4.99,0,78.3,0.68,0.79,0,1
2.4,29,32.98,0.53,0.83,1,0
4.59,28,78.24,0.94,0.75,0,1
3.94,18,68.09,1.96,0.09,1,0
1.31,12,67.0,1.77,0.67,1,1
3.32,3,69.02,1.89,0.28,0,0
0.95,25,78.77,1.53,0.09,0,1
4.97,20,57.36,2.53,0.89,1,0
2.96,21,80.01,1.63,0.23,1,0
1.27,3,21.47,3.58,0.98,0,0
4.91,29,12.06,0.12,0.54,1,0
4.64,28,33.72,1.56,0.21,1,0
1.92,6,91.31,3.07,0.9,1,1
3.89,7,27.0,0.82,0.96,0,0
2.65,7,84.34,0.18,0.09,0,1
3.11,24,2.63,0.85,0.74,0,0
4.15,14,54.42,0.93,0.81,0,0
2.96,13,0.48,1.41,0.61,1,0
1.39,0,31.8,2.56,0.06,0,0
1.58,27,58.15,0.38,0.15,1,1
2.63,1,59.6,2.73,0.83,1,1
1.31,21,14.08,1.76,0.52,0,0
3.12,10,75.53,1.67,0.24,0,0
4.62,7,35.24,2.26,0.84,0,0
4.53,23,63.04,1.72,0.94,0,0
2.94,26,90.44,1.47,0.76,0,1
0.85,1,94.07,2.08,0.93,0,1
1.78,10,64.11,2.12,0.38,1,0
0.25,7,23.7,0.84,0.39,0,0
4.62,8,55.9,2.84,0.11,1,0
0.41,8,24.57,2.14,0.14,0,0
0.88,12,81.42,3.2,0.43,0,0
2.84,20,31.11,0.7,0.17,0,0
3.96,14,7.12,3.62,0.74,1,0
1.15,24,38.08,3.57,0.09,1,0
2.47,8,15.34,2.18,0.47,1,0
3.36,21,50.01,1.83,0.78,1,0
0.2,5,71.85,2.73,0.95,1,1
0.36,30,50.18,3.96,0.28,0,0
4.12,11,51.02,1.39,0.41,0,0
0.43,15,74.05,2.8,0.15,1,1
3.75,3,53.16,1.04,0.2,1,1
4.11,27,64.31,0.82,0.8,0,0
2.59,25,51.97,2.27,0.24,0,0
0.37,28,94.83,1.98,0.39,0,1
4.13,8,15.02,1.14,0.9,0,0
0.17,23,37.95,2.01,0.52,0,0
3.73,23,16.61,3.41,0.19,1,0
0.19,27,30.47,3.14,0.23,0,0
1.73,4,97.7,2.41,0.81,0,1
3.25,6,2.83,1.6,0.93,1,0
0.95,28,67.6,1.83,0.38,1,0
1.65,14,34.02,1.99,0.4,0,0
3.3,0,52.89,2.56,0.42,1,0
0.22,10,27.72,0.57,0.54,0,0
1.33,30,0.72,2.91,0.04,1,0
2.09,16,54.78,0.33,0.15,0,1
0.44,15,44.79,1.74,0.52,0,0
2.89,7,83.08,1.7,0.13,1,1
3.69,17,85.37,1.35,0.38,1,1
1.39,15,61.77,2.54,0.43,0,0
1.27,3,16.78,2.64,0.44,0,0
2.58,29,28.71,1.97,0.09,1,0
0.93,22,96.14,0.77,0.24,1,1
3.36,27,14.71,2.04,0.26,1,0
1.66,20,45.22,1.33,0.04,1,0
2.01,26,31.24,0.46,0.22,1,0
3.32,19,16.64,2.36,0.97,1,0
0.6,22,30.79,1.35,0.63,1,0
2.22,21,58.21,2.23,0.84,1,0
3.86,6,26.91,2.22,0.54,0,0
0.14,10,87.89,1.76,0.05,1,1
0.92,11,64.7,3.34,0.81,0,0
1.49,2,19.75,2.79,0.9,0,0
4.81,14,70.22,3.61,0.94,1,0
2.84,5,62.28,0.33,0.5,1,1
3.31,23,18.23,1.01,0.33,0,0
0.83,29,52.7,2.42,0.47,0,0
4.84,22,61.4,3.35,0.46,1,0
0.4,13,80.52,3.31,0.14,1,1
1.49,6,63.83,3.5,0.81,0,0
0.55,8,50.69,0.88,0.13,1,1
3.29,24,3.24,2.73,0.68,0,0
3.65,16,55.74,1.39,0.8,1,1
0.91,9,69.26,0.75,0.87,0,1
4.58,20,97.21,2.36,0.92,1,1
3.89,6,9.53,2.19,0.15,0,0
1.7,13,99.89,3.64,0.06,0,0
2.18,20,7.67,2.01,0.82,1,0
4.95,30,59.62,0.51,0.88,0,0
2.69,2,50.55,0.95,0.81,1,1
4.3,10,65.6,3.23,0.37,1,0
4.84,16,92.5,2.92,0.72,1,0
1.28,0,40.21,2.7,0.29,1,0
3.33,20,17.14,1.47,0.63,0,0
0.75,27,82.88,1.34,0.7,0,1
3.64,7,96.36,1.0,0.74,1,1
0.49,23,38.58,3.33,0.27,0,0
3.27,28,23.08,0.4,1.0,1,0
0.86,21,58.31,3.24,0.79,1,0
3.91,4,66.0,1.6,0.14,1,0
2.11,6,22.78,1.13,0.39,1,0
1.76,7,74.9,2.33,0.87,1,1
2.47,11,38.89,1.45,0.84,0,0
2.79,20,52.44,1.78,0.79,0,0
1.79,7,62.5,0.99,0.43,0,1
0.48,15,83.79,1.9,0.9,0,1
3.79,29,60.24,2.27,0.98,1,0
1.16,27,25.11,2.98,0.92,0,0
0.77,11,97.44,3.48,0.38,0,0
2.45,23,3.71,4.0,0.7,1,0
4.93,26,5.62,2.05,0.89,1,0
3.15,11,78.75,1.19,0.61,0,1
3.22,10,36.11,0.65,0.81,1,0
3.52,12,19.87,0.19,0.81,0,0
0.5,13,17.39,0.59,0.8,0,0
1.26,27,65.54,2.4,0.25,0,0
4.71,6,6.83,2.66,0.83,1,0
4.0,10,99.93,1.61,0.18,0,0
2.4,25,21.41,1.12,0.87,1,0
0.52,30,21.61,2.59,0.65,0,0
1.46,21,69.5,0.31,0.46,0,1
2.5,0,10.58,2.24,0.27,0,0
3.21,23,52.38,3.26,0.95,1,0
4.8,14,2.35,3.09,0.09,1,0
0.96,15,47.66,0.34,0.31,0,1
1.01,9,77.58,2.35,0.41,1,1
4.71,1,7.44,2.64,0.66,0,0
1.07,30,46.12,0.51,0.8,1,0
2.29,7,95.06,1.07,0.94,1,1
3.58,9,54.64,3.93,0.76,0,0
4.3,17,98.49,3.83,0.99,0,0
2.39,12,98.15,2.7,0.36,1,0
0.86,17,31.58,0.86,0.57,0,0
1.31,9,31.75,1.7,0.64,1,0
4.97,12,56.31,2.35,0.64,0,0
4.12,2,41.73,2.14,0.01,1,0
2.84,2,37.65,3.56,0.01,0,0
4.83,30,18.2,1.09,0.54,1,0
0.23,18,61.71,1.12,0.08,1,1
4.47,11,2.96,1.12,0.92,0,0
1.73,7,35.65,1.96,0.27,0,0
4.88,4,3.69,2.81,0.66,0,0
1.19,2,56.76,1.07,0.49,0,1
2.74,0,99.41,2.68,0.96,1,1
2.61,23,34.35,0.95,0.03,0,0
1.0,28,3.02,3.68,0.7,1,0
0.98,17,95.38,1.23,0.7,1,1
3.67,3,70.81,3.83,0.09,1,0
1.57,23,21.11,3.13,0.65,0,0
1.57,17,79.68,0.41,0.35,1,1
1.41,16,60.73,2.48,0.44,0,0
1.96,6,94.66,1.95,0.13,1,1
1.78,21,38.28,3.13,0.16,0,0
2.38,16,32.77,2.77,0.85,0,0
4.86,10,50.95,1.57,0.25,1,0
3.53,0,39.17,3.79,0.49,1,0
2.61,15,56.56,0.67,0.43,0,0
3.84,10,31.62,3.15,0.02,1,0
1.02,15,63.68,0.25,0.99,0,1
1.7,29,53.15,0.4,0.16,1,1
4.46,3,79.45,3.91,0.46,0,0
4.69,25,27.41,2.58,0.53,0,0
2.33,23,19.61,3.67,0.35,1,0
2.88,9,89.71,0.14,0.18,1,1
4.73,29,18.63,3.59,0.72,0,0
3.17,28,56.36,3.96,0.97,0,0
3.99,26,93.53,3.3,0.22,0,0
1.44,20,90.08,0.72,0.44,0,1
2.14,8,24.05,1.31,0.94,0,0
0.54,3,76.87,3.49,0.6,0,1
1.16,2,27.04,3.11,0.2,0,0
0.92,28,12.38,0.87,0.01,1,0
0.47,10,44.66,3.59,0.28,0,0
0.62,21,13.0,2.8,0.77,1,0
4.51,14,87.4,1.31,0.94,1,1
1.48,2,2.41,1.59,0.13,1,0
4.35,3,38.37,2.47,0.99,1,0
4.06,5,57.08,3.59,0.79,1,0
1.62,25,88.23,0.42,0.94,1,1
1.02,13,1.24,2.26,0.05,1,0
1.88,29,21.22,2.86,0.44,0,0
3.95,16,83.11,1.34,0.3,0,1
3.03,30,0.29,1.16,0.54,0,0
3.33,27,48.78,3.28,0.61,1,0
2.35,11,5.86,1.42,0.96,1,0
0.54,2,78.3,0.49,0.58,1,1
1.83,6,0.75,1.44,0.66,0,0
2.98,4,13.34,3.79,0.75,1,0
1.98,23,13.85,1.24,0.19,1,0
1.43,20,77.67,1.24,0.78,1,1
2.57,17,37.44,0.27,0.4,0,0
0.24,27,4.99,1.19,0.31,0,0
0.22,1,86.57,1.4,0.28,1,1
2.81,22,13.92,0.51,0.18,1,0
1.65,14,77.94,1.64,0.64,0,1
